xi yi Qi Ci
(433.39, 47.43), 4.02, 50.0
(177.66, 762.03), 2.57, 100.0
(6309.74, 5978.86), 93.13, 50
(nan, nan), nan, 0
THIS IS NOT A VALID DATA LINE
( 950.568 ,100.433 ) ,   3.430 , 100 
(3510.77, 4546.75), 27.03, 1000
(644.61, 25.28), 1.98
(285.84; 703.71), 3.11, 50.0
(439.15, 177.72), 1.74, 75.0
( 904.407 ,473.820 ) ,   4.391 , 75 
(nan, nan), 0, -100
(abc, def), ghi, jkl
(1063.38, 5932.40), 99.91, 1
(nan, nan), nan, 0
(1000000000000.0, -500), nan, 0
(342.25, 1860.34), 64.28, 1
( 80.284 ,773.185 ) ,   4.043 , 100 
( 86.089 ,728.390 ) ,   4.361 , 50 
(81.66, 43.48), 2.10, 50.0
(888.04, 990.37), 1.64, 50.0
(539.23; 88.30), 2.28, 50.0
(1000000000000.0, nan), nan, 0
( 498.628 ,481.349 ) ,   1.008 , 100 
(605.10; 327.40), 1.03, 50.0
(9083.14, 20.68), 8.83, 1000
(3134.92, 2008.93), 3.32, 1000
( 19.200 ,958.647 ) ,   0.741 , 75 
THIS IS NOT A VALID DATA LINE
(1000000000000.0, -500), nan, 0
(-9999, -500), 0, nan
(-9999, -500), nan, nan
(9290.28, 1678.71), 4.48, 1
(86.84, 675.76), 4.37
(abc, def), ghi, jkl
(203.15, 720.31), 4.42
(-9999, -500), nan, nan
(902.64, 691.79), 2.91, 100.0
(462.53, 967.97), 2.00, 50.0
(8955.87, 8747.71), 93.12, 50
THIS IS NOT A VALID DATA LINE
(883.63; 440.70), 1.59, 50.0
(287.32, 5016.45), 80.44, 50
( 5.524 ,447.160 ) ,   4.086 , 75 
(127.81; 492.15), 0.99, 50.0
(304.44, 952.99), 2.57
(-9999, -500), -10, 0
(1522.58, 2379.89), 36.86, 1000
(5382.45, 9869.24), 9.94, 50
(548.95, 590.99), 4.98, 50.0
(7250.52, 4778.20), 21.32, 50
(351.23, 246.04), 4.56, 75.0
(1000000000000.0, -500), 0, -100
(25.52; 846.31), 2.35, 50.0
(4568.20, 9008.06), 93.03, 1000
(263.19, 490.07), 3.53, 75.0
THIS IS NOT A VALID DATA LINE
(754.15; 562.87), 3.33, 50.0
THIS IS NOT A VALID DATA LINE
(9657.17, 6243.54), 53.30, 50
( 659.141 ,3.253 ) ,   3.925 , 100 
( 14.380 ,949.717 ) ,   4.679 , 100 
(602.31, 123.21), 2.25, 75.0
(-9999, -500), -10, nan
(441.88; 735.82), 1.29, 50.0
(9531.11, 9412.81), 11.75, 1000
(3621.26, 1805.39), 86.79, 1000
( 696.201 ,114.659 ) ,   1.788 , 100 
(abc, def), ghi, jkl
(1000000000000.0, nan), -10, 0
( 100.829 ,506.647 ) ,   4.328 , 100 
(716.79; 42.04), 3.38, 50.0
(nan, nan), nan, -100
THIS IS NOT A VALID DATA LINE
